time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,r,run
1392,0,506,150,11,72,108,0.125,1
1395,0,506,150,10,72,108.25,0.125,1
1398,0,506,150,9,72,108.5,0.125,1
1401,0,506,150,9,72,108.75,0.125,1
1404,0,506,150,9,72,109,0.125,1
1407,0,506,150,8,72,109.25,0.125,1
1410,0,506,150,8,72,109.5,0.125,1
1413,0,507,150,8,72,109.75,0.125,1
1416,0,507,150,8,72,110,0.125,1
1419,0,507,150,7,72,110.25,0.125,1
1422,0,507,150,7,72,110.5,0.125,1
1425,0,507,150,7,72,110.75,0.125,1
1428,0,507,150,7,72,111,0.125,1
1431,0,507,150,7,72,111.25,0.125,1
1434,0,507,150,7,72,111.5,0.125,1
1437,0,507,150,7,72,111.75,0.125,1
1440,0,507,150,5,72,112,0.125,1
1443,0,507,150,5,72,112.25,0.125,1
1446,0,507,150,5,73,112.5,0.125,1
1449,0,507,150,5,73,112.75,0.125,1
1452,0,507,150,5,73,113,0.125,1
1455,0,507,150,5,73,113.25,0.125,1
1458,0,507,150,5,73,113.5,0.125,1
1461,0,507,150,5,73,113.75,0.125,1
1464,0,507,150,4,73,114,0.125,1
1467,0,507,150,4,73,114.25,0.125,1
1470,0,507,150,4,73,114.5,0.125,1
1473,0,507,150,4,73,114.75,0.125,1
1476,0,507,150,4,73,115,0.125,1
1479,0,507,150,4,73,115.25,0.125,1
1482,0,507,150,4,73,115.5,0.125,1
1485,0,507,150,4,73,115.75,0.125,1
1488,0,507,150,4,73,116,0.125,1
1491,0,507,150,4,73,116.25,0.125,1
1494,0,507,150,4,74,116.5,0.125,1
1497,0,507,150,4,74,116.75,0.125,1
1500,0,507,150,4,74,117,0.125,1
1503,0,507,150,4,74,117.25,0.125,1
1506,0,507,150,4,74,117.5,0.125,1
1509,0,507,150,4,74,117.75,0.125,1
1512,0,507,150,4,74,118,0.125,1
1515,0,507,150,4,74,118.25,0.125,1
1518,0,507,150,4,74,118.5,0.125,1
1521,0,507,150,4,74,118.75,0.125,1
1524,0,507,150,4,74,119,0.125,1
1527,0,507,150,4,74,119.25,0.125,1
1530,0,507,150,3,74,119.5,0.125,1
1533,0,507,150,3,74,119.75,0.125,1
1536,0,507,150,3,74,120,0.125,1
1539,0,507,150,3,74,120.25,0.125,1
1542,0,507,150,3,74,120.5,0.125,1
1545,0,507,150,3,74,120.75,0.125,1
1548,0,507,150,3,74,121,0.125,1
1551,0,507,150,3,74,121.25,0.125,1
1554,0,507,150,3,74,121.5,0.125,1
1557,0,507,150,3,74,121.75,0.125,1
1560,0,507,150,3,74,122,0.125,1
1563,0,507,150,3,74,122.25,0.125,1
1566,0,507,150,3,74,122.5,0.125,1
1569,0,507,150,3,74,122.75,0.125,1
1572,0,507,150,3,74,123,0.125,1
1575,0,507,150,3,74,123.25,0.125,1
1578,0,507,150,3,74,123.5,0.125,1
1581,0,507,150,3,74,123.75,0.125,1
1584,0,507,150,3,74,124,0.125,1
1587,0,507,150,3,74,124.25,0.125,1
1590,0,507,150,3,74,124.5,0.125,1
1593,0,507,150,3,74,124.75,0.125,1
1596,0,507,150,3,74,125,0.125,1
1599,0,507,150,3,74,125.25,0.125,1
1602,0,507,150,3,74,125.5,0.125,1
1605,0,507,150,3,74,125.75,0.125,1
1608,0,507,150,3,74,126,0.125,1
1611,0,507,150,3,74,126.25,0.125,1
1614,0,507,150,3,74,126.5,0.125,1
1617,0,507,150,3,74,126.75,0.125,1
1620,0,507,150,3,74,127,0.125,1
1623,0,507,150,3,74,127.25,0.125,1
1626,0,507,150,3,74,127.5,0.125,1
1629,0,507,150,3,74,127.75,0.125,1
1632,0,507,150,3,74,128,0.125,1
1635,0,507,150,3,74,128.25,0.125,1
1638,0,507,150,3,74,128.5,0.125,1
1641,0,507,150,3,74,128.75,0.125,1
1644,0,507,150,3,74,129,0.125,1
1647,0,507,150,3,74,129.25,0.125,1
1650,0,507,150,3,74,129.5,0.125,1
1653,0,507,150,3,74,129.75,0.125,1
1656,0,507,150,3,74,130,0.125,1
1659,0,507,150,2,74,130.25,0.125,1
1662,0,507,150,2,74,130.5,0.125,1
1665,0,507,150,2,74,130.75,0.125,1
1668,0,507,150,2,74,131,0.125,1
1671,0,507,150,2,74,131.25,0.125,1
1674,0,507,150,2,74,131.5,0.125,1
1677,0,507,150,2,74,131.75,0.125,1
1680,0,507,150,2,74,132,0.125,1
1683,0,507,150,2,74,132.25,0.125,1
1686,0,507,150,2,74,132.5,0.125,1
1689,0,507,150,2,74,132.75,0.125,1
1692,0,507,150,1,74,133,0.125,1
1695,0,507,150,1,74,133.25,0.125,1
1698,0,507,150,1,74,133.5,0.125,1
1701,0,507,150,1,74,133.75,0.125,1
1704,0,507,150,1,74,134,0.125,1
1707,0,507,150,0,74,134.25,0.125,1
1710,0,507,150,0,75,134.5,0.125,1
1713,0,507,150,0,75,134.75,0.125,1
1716,0,507,150,0,75,135,0.125,1
1719,0,507,150,0,75,135.25,0.125,1
1722,0,507,150,0,75,135.5,0.125,1
1725,0,507,150,0,75,135.75,0.125,1
1728,0,507,150,0,75,136,0.125,1
1731,0,507,150,0,75,136.25,0.125,1
1734,0,507,150,0,75,136.5,0.125,1
1737,0,507,150,0,75,136.75,0.125,1
1740,0,507,150,0,75,137,0.125,1
1743,0,507,150,0,75,137.25,0.125,1
1746,0,507,150,0,75,137.5,0.125,1
1749,0,507,150,0,75,137.75,0.125,1
1752,0,507,150,0,75,138,0.125,1
1755,0,507,150,0,75,138.25,0.125,1
1758,0,507,150,0,75,138.5,0.125,1
1761,0,507,150,0,75,138.75,0.125,1
1764,0,507,150,0,75,139,0.125,1
1767,0,507,150,0,75,139.25,0.125,1
1770,0,507,150,0,75,139.5,0.125,1
1773,0,507,150,0,75,139.75,0.125,1
1776,0,507,150,0,75,140,0.125,1
1779,0,507,150,0,75,140.25,0.125,1
1782,0,507,150,0,75,140.5,0.125,1
1785,0,507,150,0,75,140.75,0.125,1
1788,0,507,150,0,75,141,0.125,1
1791,0,507,150,0,75,141.25,0.125,1
1794,0,507,150,0,75,141.5,0.125,1
1797,0,507,150,0,75,141.75,0.125,1
1800,0,507,150,0,75,142,0.125,1
1803,0,507,150,0,75,142.25,0.125,1
1806,0,507,150,0,75,142.5,0.125,1
1809,0,507,150,0,75,142.75,0.125,1
1812,0,507,150,0,75,143,0.125,1
1815,0,507,150,0,75,143.25,0.125,1
1818,0,507,150,0,75,143.5,0.125,1
1821,0,507,150,0,75,143.75,0.125,1
1824,0,507,150,0,75,144,0.125,1
1827,0,507,150,0,75,144.25,0.125,1
1830,0,507,150,0,75,144.5,0.125,1
1833,0,507,150,0,75,144.75,0.125,1
1836,0,507,150,0,75,145,0.125,1
1839,0,507,150,0,75,145.25,0.125,1
1842,0,507,150,0,75,145.5,0.125,1
1845,0,507,150,0,75,145.75,0.125,1
